brand,model_number,model_name,year,randomdata,model_search
Caterpillar,RT140a,Combine,2011,1674,RT140a
Hitachi,T9.565,4WD Tractor,2006,1988,T9.565
Case,D65P-12,Wheel Loader,2014,1391,D65P-12
Great Plains,AS 1600,Combine,2018,1111,AS1600
Caterpillar,66101960,Vibratory Compactor,2004,1960,66101960
Fendt,5431287,Vibratory Smooth Drum Roller,2013,1287,5431287
Hitachi,ZX450HLC,Loader Backhoe,2016,1963,ZX450HLC
Case IH,753G1107,Utility Tractor,2001,1107,753G1107
Caterpillar,MX5200HSTRC,Disc,2011,1905,MX5200HSTRC
JCB,73371493,Hydraulic Excavator,2003,1493,73371493
Ingersoll Rand,MF5711791,Motor Grader,2005,1791,MF5711791
Komatsu,7000 9,Hydraulic Excavator,2015,1391,70009
Kubota,644J Powerllel w/Coupler,Crawler Pipe Layer,2012,1084,644JPowerllelwCoupler
Burch,U27-4G,Wheel Loader,2014,1133,U27-4G
Dynapac,C70C1316,Disc,2007,1316,C70C1316
Yanmar,AXIAL-FLOW 9240,Combine,2003,1582,AXIAL-FLOW9240
Caterpillar,3500 i HPZ,2WD Tractor,2013,1877,3500iHPZ
Zoomlion,CS433E,Mini Excavator,2010,1970,CS433E
New Holland,20A Open Station,Vibratory Compactor,2002,1159,20AOpenStation
Kobelco,D275AX-5SL,Sprayer,2006,1672,D275AX-5SL
John Deere,CB-214E,Crawler Loader,2013,1800,CB-214E
Volvo,A35G1700,Wheel Loader,2008,1700,A35G1700
Krause,NITRO 4275,Hydraulic Excavator,2005,1211,NITRO4275
Caterpillar,HD820IIILC,Mini Excavator,2004,1553,HD820IIILC
Komatsu,MAGNUM 240 WHEELED CVT,Hydraulic Excavator,2015,1811,MAGNUM240WHEELEDCVT
Hamm,R40441246,2WD Tractor,2015,1246,R40441246
Landini,928Hz1130,Crawler Tractor,2002,1130,928Hz1130
AMCO,L538 2plus1,4WD Tractor,2008,1117,L5382plus1
Komatsu,SK40SR-5,Cold Planer,2004,1308,SK40SR-5
Case IH,L90B1599,Baler,2018,1599,L90B1599
Wil-Rich,53141499,Vibratory Smooth Drum Roller,2013,1499,53141499
Yanmar,TB23R1643,Asphalt Paver,2002,1643,TB23R1643
Caterpillar,51031708,Wheel Loader,2011,1708,51031708
Sumitomo,EB3061144,4WD Tractor,2014,1144,EB3061144
McCormick,WD 1203 SERIES II,4WD Tractor,2012,1105,WD1203SERIESII
Hitachi,WA470-5H,Shovel,2019,1515,WA470-5H
JCB,XTX215,Wheel Loader,2003,1274,XTX215
Kubota,5050Z1003,Utility Tractor,2010,1003,5050Z1003
Komatsu,MF 290,2WD Tractor,2013,1085,MF290
New Holland,7000 7,Midi Excavator,2018,1635,70007
New Holland,53251017,Baler,2006,1017,53251017
Case,PC35MR-3,Wheel Loader,2011,1243,PC35MR-3
Volvo,R290NLC-7A,Pneumatic Roller,2002,1624,R290NLC-7A
Terex,HiTech T191,Motor Grader,2010,1830,HiTechT191
Valtra,1105PD,Midi Excavator,2003,1298,1105PD
Michigan,TD10R1374,2WD Tractor,2012,1374,TD10R1374
Massey Ferguson,621G1487,Motor Grader,2011,1487,621G1487
Caterpillar,9320T1945,4WD Tractor,2005,1945,9320T1945
Komatsu,331G1269,Hydraulic Excavator,2011,1269,331G1269
Caterpillar,ZL1001,4WD Tractor,2017,1709,ZL1001
Hitachi,CT361367,Hydraulic Excavator,2003,1367,CT361367
Case IH,5480 Tier III,Hydraulic Excavator,2001,1833,5480TierIII
Caterpillar,L1201102,4WD Tractor,2005,1102,L1201102
Ezee-On,CK20 HST,4WD Tractor,2010,1135,CK20HST
Case IH,LX130-7,Midi Excavator,2007,1827,LX130-7
Burch,Vineyard 3500 V,Wheel Loader,2018,1798,Vineyard3500V
Caterpillar,AS4251,Mini Excavator,2003,1131,AS4251
New Holland,824H Coal Scoop,Cultivator,2015,1812,824HCoalScoop
John Deere,M5N-111HDCC12,Midi Excavator,2001,1612,M5N-111HDCC12
New Holland,R260LC-9A H/W,Asphalt Paver,2013,1302,R260LC-9AHW
Case,914M1863,4WD Tractor,2010,1863,914M1863
Burch,7121284,Loader Backhoe,2003,1284,7121284
Caterpillar,MAGNUM 210 WHEELED CVT,Wheel Loader,2001,1896,MAGNUM210WHEELEDCVT
Hamm,46081108,Multi Terrain Loader,2002,1108,46081108
Komatsu,CX8401196,Combine,2011,1196,CX8401196
Samsung,CA602PD,4WD Tractor,2015,1151,CA602PD
Hitachi,H13i1187,Wheel Loader,2012,1187,H13i1187
Liebherr,DC75 LGP,Hydraulic Excavator,2014,1075,DC75LGP
Claas,PC20MRX-1,Disc,2018,1177,PC20MRX-1
New Holland,DL250-5,Hydraulic Excavator,2009,1844,DL250-5
Caterpillar,JX801724,Hydraulic Excavator,2015,1724,JX801724
Liebherr,MF 5425,Hydraulic Excavator,2008,1265,MF5425
Case IH,ZX345USLC-6,4WD Tractor,2016,1896,ZX345USLC-6
Hardi,5000 HD-27\',Disc,2011,1515,5000HD-27\'
John Deere,STEIGER 370 WHEELED,Utility Tractor,2007,1797,STEIGER370WHEELED
Massey Ferguson,7130 Premium Cab Tractor,Multi Terrain Loader,2004,1212,7130PremiumCabTractor
Bomag,115ZV1670,Midi Excavator,2008,1670,115ZV1670
ITM,L270B1950,4WD Tractor,2003,1950,L270B1950
Kubota,PUMA 160 POWERSHIFT,Cultivator,2004,1938,PUMA160POWERSHIFT
Komatsu,RP 535 Master,Hydraulic Excavator,2009,1973,RP535Master
Hamm,EX35 HST,Harvester,2019,1198,EX35HST
John Deere,DKH-504,Hydraulic Excavator,2007,1933,DKH-504
New Holland,140M2 AWD,4WD Tractor,2012,1600,140M2AWD
Terex,L5141646,Vibratory Smooth Drum Roller,2002,1646,L5141646
Halla,PC200-7,Disc,2006,1880,PC200-7
Caterpillar,Magnum 190,Vibratory Smooth Drum Roller,2001,1950,Magnum190
Caterpillar,409ZX1217,2WD Tractor,2004,1217,409ZX1217
Dynapac,135ZIV-2,Cultivator,2010,1305,135ZIV-2
New Holland,BR7060 Fork,MFWD Tractor,2007,1167,BR7060Fork
John Deere,ATX400 27ft,Crawler Tractor,2012,1861,ATX40027ft
LOR*AL,Axial-Flow 7010,Wheel Loader,2016,1037,Axial-Flow7010
Komatsu,PC1001611,Disc,2006,1611,PC1001611
Case IH,9045B1663,Hydraulic Excavator,2014,1663,9045B1663
Dynapac,D5G XL,4WD Tractor,2016,1982,D5GXL
Volvo,926M Waste Handler,Log Loader,2017,1098,926MWasteHandler
Claas,PUMA 240,Crawler Loader,2012,1847,PUMA240
Ingersoll Rand,55N-21269,Forwarder,2001,1269,55N-21269
Komatsu,BW161AD,Wheel Loader,2010,1753,BW161AD
Landini,5821W1548,Mini Excavator,2006,1548,5821W1548
Caterpillar,239D1142,4WD Tractor,2001,1142,239D1142
Wacker Neuson,D6R XR,Disc,2017,1250,D6RXR
Steyr,D41E-6C,Mobile Excavator,2002,1664,D41E-6C
Liebherr,96821862,Mini Excavator,2006,1862,96821862
Kuhn,2551526,Crawler Tractor,2010,1526,2551526
Terex,ACTIVA 7246,Disc,2017,1002,ACTIVA7246
John Deere,82501139,Loader Backhoe,2002,1139,82501139
New Holland,LSS220,MFWD Tractor,2012,1331,LSS220
Caterpillar,725C1998,Crawler Tractor,2018,1998,725C1998
Terex,544J Z-Bar,Hydraulic Excavator,2015,1988,544JZ-Bar
RoGator,l90g1341,Disc,2012,1341,l90g1341
Volvo,544B1917,Wheel Loader,2006,1917,544B1917
New Holland,MAGNUM 260 WHEELED PS OR CVT,Compactor,2010,1503,MAGNUM260WHEELEDPSORCVT
Case IH,3991542,Loader Backhoe,2010,1542,3991542
Daedong,EH4000AC-3,4WD Tractor,2004,1621,EH4000AC-3
Ponsse,13 XL2 37-42,Skid Steer Loader,2012,1116,13XL237-42
McCormick,TB120 All-Purpose,Harrow,2007,1397,TB120All-Purpose
John Deere,35021315,MFWD Tractor,2006,1315,35021315
Caterpillar,Maxim II 39\',Vibratory Smooth Drum Roller,2015,1010,MaximII39\'
Caterpillar,HD13 VO,4WD Tractor,2005,1368,HD13VO
Caterpillar,HD PLUS 90 VO,4WD Tractor,2013,1267,HDPLUS90VO
Doosan,SBX550,Disc,2018,1813,SBX550
Kobelco,T7401596,Combine,2004,1596,T7401596
Caterpillar,PC400LC-7,Midi Excavator,2005,1790,PC400LC-7
Hamm,HL9401024,4WD Tractor,2005,1024,HL9401024
Caterpillar,5931900,Baler,2001,1900,5931900
AGCO,672G_GP,Disc,2011,1124,672G_GP
John Deere,JL8531268,MFWD Tractor,2013,1268,JL8531268
Case IH,A3121014,Cultivator,2019,1014,A3121014
Ponsse,SP.300F,Baler,2015,1052,SP.300F
Komatsu,MXM190,Wheel Loader,2008,1484,MXM190
New Holland,160M AWD,Wheel Loader,2000,1273,160MAWD
Bomag,Alpine 75 GT,Hydraulic Excavator,2003,1820,Alpine75GT
Krause,Farmall 95,Utility Tractor,2004,1845,Farmall95
Caterpillar,HD700VIILC,Motor Grader,2018,1466,HD700VIILC
John Deere,9412-10,Crawler Tractor,2010,1523,9412-10
John Deere,GD675-5,Forwarder,2012,1326,GD675-5
J.E. Love,1751364,Integrated Tool Carrier,2014,1364,1751364
Komatsu,BW213D2A,4WD Tractor,2011,1698,BW213D2A
Mauldin,H16i P,Disc,2004,1160,H16iP
John Deere,33-15B,Asphalt Paver,2002,1305,33-15B
Komatsu,SBX550,Hydraulic Excavator,2014,1793,SBX550
Caterpillar,740 EJ,Vibratory Smooth Drum Roller,2004,1771,740EJ
Top Air,LM8461720,Vibratory Smooth Drum Roller,2019,1720,LM8461720
Kuhn,385 Wheeled / Heavy-Duty / Quadtrac,2WD Tractor,2011,1486,385WheeledHeavy-DutyQuadtrac
Komatsu,T6070 Elite,Hydraulic Excavator,2019,1630,T6070Elite
Tong Yang Moolsan,906M Ag Handler,Mini Excavator,2003,1370,906MAgHandler
Liebherr,750C LGP,4WD Tractor,2000,1344,750CLGP
Krause,7501897,Motor Grader,2007,1897,7501897
Great Plains,65ZII1727,Vibratory Smooth Drum Roller,2015,1727,65ZII1727
Kato,3CX ECO SITE MASTER,Rock Truck,2005,1389,3CXECOSITEMASTER
Link-Belt,4044M1275,Mini Excavator,2015,1275,4044M1275
Branson,JS130L,Wheel Loader,2003,1869,JS130L
John Deere,R530C1595,Hydraulic Excavator,2003,1595,R530C1595
Doosan,Aster 40,Combine,2002,1525,Aster40
Landini,310SL HL,Vibratory Compactor,2019,1524,310SLHL
Case,WL181083,Vibratory Smooth Drum Roller,2014,1083,WL181083
Landini,HRB 302,Loader Backhoe,2011,1377,HRB302
Massey Ferguson,L150H1618,4WD Tractor,2004,1618,L150H1618
Valtra,TH4260 HST,Combine,2010,1694,TH4260HST
Massey Ferguson,PC270-8,4WD Tractor,2009,1399,PC270-8
Komatsu,414S1872,4WD Tractor,2005,1872,414S1872
Hitachi,T7701621,Hydraulic Excavator,2003,1621,T7701621
John Deere,R936 LITRONIC,MFWD Tractor,2004,1305,R936LITRONIC
Steyr,A3141796,Motor Scraper,2016,1796,A3141796
Doosan,MC901971,Feller Buncher,2019,1971,MC901971
Case IH,THB3060,4WD Tractor,2006,1096,THB3060
John Deere,BB6501216,Disc,2006,1216,BB6501216
Kobelco,TLB890,Vibratory Compactor,2011,1425,TLB890
Komatsu,LEXION 670,Crawler Tractor,2019,1311,LEXION670
John Deere,SD2500W,Hydraulic Excavator,2011,1517,SD2500W
Hitachi,TL261972,Mini Excavator,2005,1972,TL261972
New Holland,9300Z1186,Wheel Loader,2012,1186,9300Z1186
Dynapac,70001699,Mini Excavator,2001,1699,70001699
Caterpillar,CR362S,4WD Tractor,2002,1014,CR362S
Hesston,5941488,4WD Tractor,2001,1488,5941488
Liebherr,R210LC-7,Combine,2017,1397,R210LC-7
Kato,Landpower 125 TDI,Vibratory Smooth Drum Roller,2003,1293,Landpower125TDI
JCB,9400-6 38-40,Hydraulic Excavator,2007,1665,9400-638-40
John Deere,E151850,Multi Terrain Loader,2005,1850,E151850
Fendt,L90E1803,Wheel Loader,2002,1803,L90E1803
John Deere,3231635,Midi Excavator,2015,1635,3231635
Liebherr,40001678,Multi Terrain Loader,2019,1678,40001678
JCB,AX22U-4,4WD Tractor,2007,1621,AX22U-4
Case IH,504M1916,Wheel Loader,2003,1916,504M1916
Kubota,5000 HD-39\',Cultivator,2008,1307,5000HD-39\'
Flaman,GT65A1353,Asphalt Paver,2002,1353,GT65A1353
Hitachi,PC220-8M0,Wheel Loader,2011,1429,PC220-8M0
Kubota,95401051,Crawler Tractor,2008,1051,95401051
New Holland,5931464,Hydraulic Excavator,2000,1464,5931464
John Deere,4501471,Skidder,2010,1471,4501471
Stavostroj,D4B LGP,Skid Steer Loader,2018,1581,D4BLGP
Rammax,STEIGER 540 WHEELED,Disc,2017,1979,STEIGER540WHEELED
Case IH,HD8201057,4WD Tractor,2015,1057,HD8201057
Caterpillar,445 Series III,Skid Steer Loader,2017,1942,445SeriesIII
Steyr,630C1112,Motor Grader,2009,1112,630C1112
Caterpillar,Maxter 70 SN,Hydraulic Excavator,2000,1896,Maxter70SN
Dynapac,BM2000/60,Multi Terrain Loader,2016,1850,BM200060
JCB,AX30U-4,Hydraulic Excavator,2017,1149,AX30U-4
Caterpillar,CK201274,Rock Truck,2012,1274,CK201274
Kubota,51031932,Utility Tractor,2004,1932,51031932
McCormick,CA3600D,Cultivator,2011,1231,CA3600D
Volvo,272D21407,Vibratory Smooth Drum Roller,2019,1407,272D21407
Terex,312 GR _ Skid Steer _JD,Mobile Excavator,2015,1063,312GR_SkidSteer_JD
Ammann,CK301614,Asphalt Paver,2001,1614,CK301614
JCB,MAXXUM 130,4WD Tractor,2015,1933,MAXXUM130
Versatile,2210 Level-lift 40.1ft,Skidder,2014,1475,2210Level-lift40.1ft
New Holland,2651512,Combine,2019,1512,2651512
Caterpillar,5539-58-16-10,Motor Grader,2012,1556,5539-58-16-10
Vibromax,333G1126,Asphalt Paver,2018,1126,333G1126
Hesston,ATX700 60ft,4WD Tractor,2003,1312,ATX70060ft
New Holland,820 Vario greentec,Mini Excavator,2003,1214,820Variogreentec
Terex,Farmall 140A,Wheel Loader,2015,1649,Farmall140A
Caterpillar,518 Grapple,Wheel Loader,2016,1229,518Grapple
John Deere,23201789,Wheel Loader,2014,1789,23201789
Dynapac,RB455A,Crawler Tractor,2012,1794,RB455A
John Deere,R954C1204,4WD Tractor,2002,1204,R954C1204
Taylor Way,DKH-504,Crawler Tractor,2005,1585,DKH-504
Fendt,ZL602SiB,2WD Tractor,2001,1064,ZL602SiB
Case,525C1039,Wheel Loader,2001,1039,525C1039
Massey Ferguson,DC II 25,4WD Tractor,2015,1470,DCII25
Case,BG-245C,MFWD Tractor,2017,1841,BG-245C
John Deere,R9121138,Wheel Loader,2017,1138,R9121138
Caterpillar,350-1182,Hydraulic Excavator,2016,1935,350-1182
China,TB0161253,Wheel Loader,2019,1253,TB0161253
Venieri,U35S21455,4WD Tractor,2010,1455,U35S21455
Case IH,1021F1812,Asphalt Paver,2016,1812,1021F1812
Case IH,TC44H1405,Hydraulic Excavator,2012,1405,TC44H1405
New Holland,78101638,Vibratory Smooth Drum Roller,2010,1638,78101638
New Holland,LX100 Super,4WD Tractor,2014,1538,LX100Super
Tata Hitachi,710D1028,Cultivator,2019,1028,710D1028
JCB,624J High-Lift,Multi Terrain Loader,2014,1427,624JHigh-Lift
Dynapac,550 LC,4WD Tractor,2004,1808,550LC
Massey Ferguson,62001914,Vibratory Smooth Drum Roller,2009,1914,62001914
Tigercat,L60H1898,2WD Tractor,2012,1898,L60H1898
John Deere,5054-43,Multi Terrain Loader,2014,1691,5054-43
Mecalac,MAXXUM 140,Hydraulic Excavator,2013,1136,MAXXUM140
Massey Ferguson,Hagie™ STS12,4WD Tractor,2000,1078,Hagie™STS12
John Deere,959M1663,4WD Tractor,2005,1663,959M1663
Case IH,TG190TA-3,Baler,2002,1988,TG190TA-3
Case,TC5050,Vibratory Smooth Drum Roller,2019,1898,TC5050
Volvo,Ke - 200H,Loader Backhoe,2004,1714,Ke-200H
John Deere,RW5005S,Hydraulic Excavator,2007,1744,RW5005S
Komatsu,Elk1067,Combine,2014,1067,Elk1067
Scat Trak,EW180B,4WD Tractor,2010,1354,EW180B
Case IH,331E1593,Midi Excavator,2002,1593,331E1593
JCB,973K Steel Mill,Baler,2011,1849,973KSteelMill
Volvo,330F1639,Crawler Tractor,2019,1639,330F1639
Caterpillar,DKH-504,Skid Steer Loader,2015,1842,DKH-504
Case,HD PLUS 90 VO,Disc,2006,1949,HDPLUS90VO
Liebherr,LM1641,Wheel Loader,2008,1831,LM1641
Ezee-On,307C SB,Skidder,2015,1945,307CSB
Komatsu,Spra-Coupe 7660,Crawler Tractor,2007,1633,Spra-Coupe7660
Ezee-On,CT411915,4WD Tractor,2002,1915,CT411915
Komatsu,277C Series 2,2WD Tractor,2011,1208,277CSeries2
Kobelco,573D1984,Vibratory Smooth Drum Roller,2016,1984,573D1984
ITM,Lexion 560,Hydraulic Excavator,2013,1638,Lexion560
Tata Hitachi,HiTech T191,Hydraulic Excavator,2006,1695,HiTechT191
Massey Ferguson,DK501(C),Loader Backhoe,2004,1567,DK501C
John Deere,PR724 LGP,Vibratory Smooth Drum Roller,2016,1034,PR724LGP
Krause,E1301711,Loader Backhoe,2002,1711,E1301711
Spra-Coupe,M6-101DTCC-F,4WD Tractor,2017,1539,M6-101DTCC-F
Kubota,BW 145 PDH-5,Harvester,2011,1527,BW145PDH-5
Landini,316E L,4WD Tractor,2001,1892,316EL
JCB,ZX450HLC,Hydraulic Excavator,2012,1299,ZX450HLC
Volvo,Boomer 50,MFWD Tractor,2002,1325,Boomer50
Dynapac,RC30 Turf Edition,Utility Tractor,2012,1661,RC30TurfEdition
Liebherr,J-44 4424,Wheel Loader,2010,1845,J-444424
Komatsu,48901269,2WD Tractor,2009,1269,48901269
Massey Ferguson,7330 Premium Cab Tractor,Compactor,2015,1762,7330PremiumCabTractor
Hamm,1221E1911,Wheel Loader,2007,1911,1221E1911
Challenger,ICXT1039,Mobile Excavator,2009,1039,ICXT1039
Hyundai,82201370,Cultivator,2015,1370,82201370
Caterpillar,Trekker 85,Wheel Loader,2017,1155,Trekker85
Dressta,2154D Power Clam,Crawler Tractor,2010,1873,2154DPowerClam
John Deere,236D1267,Hydraulic Excavator,2019,1267,236D1267
Airman,355-1194,Air Drill,2002,1242,355-1194
Flaman,457 ZX,Wheel Loader,2002,1127,457ZX
Kawasaki,456BZX,Wheel Loader,2003,1885,456BZX
Great Plains,PS1101049,Crawler Loader,2017,1049,PS1101049
Liebherr,814F Series 2,Cultivator,2005,1249,814FSeries2
Volvo,SK30SR-5,Skidder,2014,1522,SK30SR-5
Bourgault,Rex 75 S,4WD Tractor,2012,1764,Rex75S
Caterpillar,T60701945,Rock Truck,2010,1945,T60701945
Great Plains,ZL40B1133,4WD Tractor,2010,1133,ZL40B1133
Caterpillar,JS160W,Wheel Loader,2005,1522,JS160W
Caterpillar,L60H1761,MFWD Tractor,2017,1761,L60H1761
New Holland,475C1317,Wheel Loader,2005,1317,475C1317
Buhler Versatile,721FXR,Wheel Loader,2004,1827,721FXR
Caterpillar,2250PC,Mini Excavator,2010,1263,2250PC
Case,HD1023,Cultivator,2019,1073,HD1023
Spra-Coupe,A82n1947,Combine,2012,1947,A82n1947
Hyundai,D6T WH,Loader Backhoe,2009,1821,D6TWH
John Deere,465 Series III,4WD Tractor,2015,1855,465SeriesIII
Claas,EC701027,4WD Tractor,2002,1027,EC701027
New Holland,988K1803,Cultivator,2005,1803,988K1803
Caterpillar,TM1201057,MFWD Tractor,2009,1057,TM1201057
Samsung,953J1081,Crawler Tractor,2000,1081,953J1081
Komatsu,DC85 LT,Hydraulic Excavator,2004,1120,DC85LT
John Deere,J-43 4424,Forwarder,2005,1714,J-434424
Valtra,BB950A Standard,Crawler Tractor,2016,1921,BB950AStandard
Massey Ferguson,CK301828,Rock Truck,2019,1828,CK301828
Hardi,212-2124,Log Loader,2017,1925,212-2124
New Holland,7300-18W,Hydraulic Excavator,2004,1019,7300-18W
Terex,DL2501056,4WD Tractor,2012,1056,DL2501056
Link-Belt,WA600-6,Wheel Loader,2018,1907,WA600-6
John Deere,32001801,Disc,2000,1801,32001801
Case IH,624E1213,Disc,2013,1213,624E1213
Goldoni,ECR235D,Hydraulic Excavator,2009,1636,ECR235D
Versatile,CS583C,Wheel Loader,2012,1943,CS583C
Komatsu,644K Powerllel w/Q Coupler,Multi Terrain Loader,2011,1149,644KPowerllelwQCoupler
Burch,953MH1714,4WD Tractor,2003,1714,953MH1714
Salford,V81435,Vibratory Smooth Drum Roller,2016,1435,V81435
Komatsu,624J Waste Handler,Skid Steer Loader,2002,1742,624JWasteHandler
Land Pride,TM3200 Mech,Asphalt Paver,2000,1848,TM3200Mech
Claas,L30B Pro,Wheel Loader,2007,1544,L30BPro
Wacker Neuson,1845C1506,Mini Excavator,2008,1506,1845C1506
Terex,EC140LCM,Wheel Loader,2013,1764,EC140LCM
John Deere,3401292,2WD Tractor,2004,1292,3401292
Gehl,A40 6x6,Disc,2017,1118,A406x6
John Deere,LX870C,Disc,2005,1853,LX870C
Ezee-On,42151302,Multi Terrain Loader,2013,1302,42151302
Gleaner,D31PLL-20,Vibratory Smooth Drum Roller,2015,1413,D31PLL-20
Burch,750H WT,Hydraulic Excavator,2018,1400,750HWT
Pel-Job,6125 Profi,Crawler Tractor,2006,1454,6125Profi
John Deere,TN75A1905,Hydraulic Excavator,2018,1905,TN75A1905
Massey Ferguson,SK30SR-5,Hydraulic Excavator,2006,1904,SK30SR-5
New Holland,ROLLANT 620,4WD Tractor,2011,1100,ROLLANT620
Komatsu,M50401713,Hydraulic Excavator,2004,1713,M50401713
Caterpillar,534E1334,Wheel Loader,2018,1334,534E1334
Kubota,90Z-11179,Air Drill,2001,1179,90Z-11179
Massey Ferguson,251078,Pneumatic Roller,2017,1078,251078
Caterpillar,ECR145E,Integrated Tool Carrier,2001,1463,ECR145E
Dynapac,BETA 7260,Vibratory Smooth Drum Roller,2002,1543,BETA7260
Caterpillar,330D L,Disc,2005,1824,330DL
Zettelmeyer,AX40U-4,Rock Truck,2016,1287,AX40U-4
Landini,F6W1495,Hydraulic Excavator,2014,1495,F6W1495
Wil-Rich,64101651,Mini Excavator,2008,1651,64101651
Burch,PC180NLC-6,Vibratory Smooth Drum Roller,2008,1296,PC180NLC-6
Caterpillar,VV1400D,Baler,2018,1564,VV1400D
Case IH,WORKMASTER™ 50 2WD,Hydraulic Excavator,2008,1513,WORKMASTER™502WD
Hitachi,DK751(C),Vibratory Smooth Drum Roller,2009,1070,DK751C
Case IH,1850K XLT,Mini Excavator,2005,1821,1850KXLT
Kato,5541597,Vibratory Smooth Drum Roller,2011,1597,5541597
Volvo,DL4001977,Hydraulic Excavator,2014,1977,DL4001977
Massey Ferguson,770B1739,Multi Terrain Loader,2013,1739,770B1739
Burch,SCL515,Hydraulic Excavator,2012,1949,SCL515
Claas,280-2148,Wheel Loader,2009,1969,280-2148
Gehl,Cluster 75 SN,Skid Steer Loader,2017,1089,Cluster75SN
Link-Belt,Cluster 75 RS,4WD Tractor,2014,1667,Cluster75RS
Kubota,Farmall 105N Narrow,Air Drill,2006,1645,Farmall105NNarrow
Komatsu,2492NR,Motor Grader,2002,1491,2492NR
Caterpillar,953MH1837,Midi Excavator,2017,1837,953MH1837
Kubota,MCT135C,Hydraulic Excavator,2018,1731,MCT135C
Caterpillar,HRB 403 DR,Baler,2006,1401,HRB403DR
Caterpillar,LX300-7A,Cold Planer,2016,1748,LX300-7A
Case,T5.115,Vibratory Compactor,2009,1022,T5.115
New Holland,AX35U-4,Hydraulic Excavator,2017,1001,AX35U-4
Claas,SE50 V Vibratory Screed,Crawler Tractor,2017,1566,SE50VVibratoryScreed
John Deere,M70401491,4WD Tractor,2015,1491,M70401491
Komatsu,CX2291601,4WD Tractor,2012,1601,CX2291601
Terex,MAGNUM 235 WHEELED PS OR CVT,Disc,2000,1237,MAGNUM235WHEELEDPSORCVT
Bomag,WA470-7,Hydraulic Excavator,2008,1914,WA470-7
Kubota,D50A-16,Combine,2010,1679,D50A-16
New Holland,ATX400 27ft,Crawler Tractor,2004,1112,ATX40027ft
Claas,1221E1683,4WD Tractor,2016,1683,1221E1683
Welger,LEXION® 450,2WD Tractor,2007,1093,LEXION®450
Massey Ferguson,700LX1357,Loader Backhoe,2017,1357,700LX1357
Volvo,CB541425,MFWD Tractor,2002,1425,CB541425
Case,AP800C,4WD Tractor,2010,1432,AP800C
Kubota,C60C1678,Multi Terrain Loader,2002,1678,C60C1678
Flaman,33-191723,Vibratory Smooth Drum Roller,2000,1723,33-191723
Vermeer,TK80MA,Hydraulic Excavator,2018,1704,TK80MA
Goldoni,773G1205,Vibratory Compactor,2000,1205,773G1205
Doosan,4995-31WR,Wheel Loader,2010,1688,4995-31WR
Case,SH160-5,Cultivator,2013,1161,SH160-5
Caterpillar,8045 ZTS,4WD Tractor,2013,1745,8045ZTS
Mustang,240X21295,Crawler Tractor,2002,1295,240X21295
Hitachi,KX040-4HG,Hydraulic Excavator,2010,1732,KX040-4HG
New Holland,Super 1603-2,Hydraulic Excavator,2005,1313,Super1603-2
Brown Mfg Corp,211B LC,Hydraulic Excavator,2017,1337,211BLC
Link-Belt,DF145C,Disc,2013,1331,DF145C
Ezee-On,6115 Profi,Static Smooth Drum Roller,2000,1334,6115Profi
Wacker Neuson,81101904,MFWD Tractor,2018,1904,81101904
Liebherr,OSL-600-1622,Skid Steer Loader,2015,1589,OSL-600-1622
Sakai,87321602,Baler,2010,1602,87321602
IMT,52031725,Crawler Tractor,2001,1725,52031725
Liebherr,R380LC-9,Vibratory Smooth Drum Roller,2019,1867,R380LC-9
Ingersoll Rand,3000 i Alu,Sprayer,2002,1829,3000iAlu
Case,5161555,Hydraulic Excavator,2011,1555,5161555
AGCO,SH120-3,4WD Tractor,2013,1194,SH120-3
Wirtgen,LB1914,Rock Truck,2006,1034,LB1914
Caterpillar,2000D1010,Disc,2001,1010,2000D1010
Komatsu,Crumbler 12.5ft,4WD Tractor,2015,1601,Crumbler12.5ft
Komatsu,MF 3435,2WD Tractor,2019,1588,MF3435
New Holland,9420RX,Hydraulic Excavator,2011,1104,9420RX
Bomag,25201339,4WD Tractor,2009,1339,25201339
New Holland,DFH-X750,Crawler Tractor,2017,1189,DFH-X750
Caterpillar,824K High-Lift,Cultivator,2009,1228,824KHigh-Lift
Kobelco,STEIGER 470 WHEELED,4WD Tractor,2017,1201,STEIGER470WHEELED
Vibromax,ASC200HDPD,Asphalt Paver,2009,1999,ASC200HDPD
Caterpillar,948L1650,Cultivator,2004,1650,948L1650
Komatsu,CS1400,Vibratory Compactor,2016,1618,CS1400
Versatile,6160 CVT,Sprayer,2011,1383,6160CVT
Kubota,HiTech N111e POWER,MFWD Tractor,2012,1743,HiTechN111ePOWER
Massey Ferguson,LX822C,Mini Excavator,2014,1917,LX822C
Caterpillar,5000 HD-46\',Rock Truck,2002,1467,5000HD-46\'
John Deere,3000 i DELTA,Hydraulic Excavator,2005,1189,3000iDELTA
Kubota,CA260PD,Wheel Loader,2004,1900,CA260PD
Ammann,BB930A Rotor Cutter,Motor Scraper,2014,1573,BB930ARotorCutter
LiuGong,5630-48 48.6ft,Mini Excavator,2001,1971,5630-4848.6ft
John Deere,EX400LC-5,Wheel Loader,2011,1072,EX400LC-5
Caterpillar,T282B1503,Cultivator,2000,1503,T282B1503
Volvo,8550S1119,4WD Tractor,2004,1119,8550S1119
Fendt,EC351400,Crawler Tractor,2019,1400,EC351400
Land Pride,SK500LC-10 H&W,Hydraulic Excavator,2016,1986,SK500LC-10H&W
